player,draft_year,draft_pick,college,conference,age,height_in,weight_lb,rec_per_game,yards_per_game,yards_per_reception,yard_share,td_share,forty,vertical,broad_jump,bmi,speed_score,nfl_value,predicted_nfl_value,model_grade,model_rank,market_rank,sleeper_score
Demo Receiver 096,2021,66,Demo State 24,Conference A,20.1,69.0,181.0,6.090909090909091,90.72727272727272,14.8955223880597,0.309649394973627,0.2941176470588235,4.69,38.9,129.0,26.726107960512497,74.81991313860267,23742,16873.122507395838,77.6,7,7,0
Demo Receiver 209,2024,93,Demo State 17,Conference D,19.5,72.3,186.0,5.363636363636363,83.45454545454545,15.559322033898304,0.2197223551938726,0.2903225806451613,4.54,35.8,124.0,25.014491256463675,87.56277739414757,9778,16766.60054380005,76.2,8,8,0
Demo Receiver 134,2022,130,Demo State 14,Conference D,21.5,70.3,168.0,5.571428571428571,81.57142857142857,14.64102564102564,0.3234211271594449,0.28125,4.6,31.4,124.0,23.89758179231864,75.04261348408563,19409,12730.491161544516,58.6,15,15,0
Demo Receiver 108,2021,115,Demo State 12,Conference C,21.5,73.5,209.0,6.333333333333333,79.16666666666667,12.5,0.2466251298026999,0.2258064516129032,4.75,38.9,126.0,27.19737146559304,82.11109491179472,12229,12567.708829591404,58.1,13,13,0
Demo Receiver 007,2018,186,Demo State 7,Conference B,22.4,74.3,200.0,5.461538461538462,56.61538461538461,10.366197183098592,0.2096268869268014,0.1818181818181818,4.59,37.8,111.0,25.468753679474105,90.11752364837209,317,7028.455103552595,29.5,24,24,0
Demo Receiver 076,2020,80,Demo State 4,Conference A,22.2,72.2,202.0,4.857142857142857,60.142857142857146,12.382352941176473,0.2106053026513256,0.1351351351351351,4.65,35.8,125.0,27.24158040530689,86.41110395519154,0,6201.973198440869,24.3,17,17,0
Demo Receiver 083,2020,212,Demo State 11,Conference C,20.7,72.5,204.0,3.230769230769231,39.0,12.071428571428571,0.131619937694704,0.1290322580645161,4.59,31.7,133.0,27.2840903686088,91.91987412133952,1960,1831.0280912288144,6.2,26,26,0
Demo Receiver 033,2019,216,Demo State 9,Conference C,23.3,73.2,195.0,4.181818181818182,46.90909090909091,11.217391304347826,0.1150501672240802,0.088235294117647,4.49,31.7,118.0,25.58396040490907,95.9575703354238,2084,1316.5559291085938,3.8,27,27,0
Demo Receiver 207,2024,249,Demo State 15,Conference B,22.3,74.7,185.0,4.181818181818182,39.81818181818182,9.521739130434783,0.1520305449496702,0.12,4.52,34.9,130.0,23.30697175135168,88.64372235990992,0,1004.2541836509918,2.9,30,30,0
Demo Receiver 031,2019,245,Demo State 7,Conference A,23.1,72.9,197.0,3.8,54.3,14.289473684210526,0.1570726063060457,0.1,4.69,30.7,126.0,26.059524951970207,81.4338281121808,3902,690.0790595917715,1.9,29,29,0
Demo Receiver 139,2022,240,Demo State 19,Conference D,22.5,75.8,186.0,3.1818181818181817,51.36363636363637,16.142857142857142,0.1781210592686002,0.1428571428571428,4.81,36.3,128.0,22.757778071720477,69.49645220033317,0,-128.74694541877034,1.4,30,30,0
Demo Receiver 078,2020,236,Demo State 6,Conference C,21.2,71.8,192.0,3.272727272727273,41.45454545454545,12.666666666666666,0.143171114599686,0.1081081081081081,4.74,32.6,134.0,26.1822921920221,76.0707779519884,0,-1328.9895717795716,1.0,30,30,0
Demo Receiver 059,2019,247,Demo State 11,Conference D,23.2,71.3,197.0,3.9,44.0,11.282051282051285,0.1102480581307942,0.125,4.72,36.1,124.0,27.24221972622249,79.38313156635346,0,-2471.8256142686914,0.5,30,30,0
Demo Receiver 194,2024,26,Demo State 2,Conference D,19.5,73.7,209.0,6.0,100.8181818181818,16.803030303030305,0.241875681570338,0.303030303030303,4.51,38.9,117.0,27.04996050952834,101.03459717315074,21343,24054.29492993265,90.0,3,2,-1
Demo Receiver 187,2024,37,Demo State 19,Conference B,19.7,73.8,204.0,6.214285714285714,95.35714285714286,15.344827586206897,0.3372063652437484,0.4666666666666667,4.57,36.1,124.0,26.331328353933948,93.53956863848396,19960,23782.77336827881,89.0,4,3,-1
Demo Receiver 144,2022,41,Demo State 24,Conference D,20.0,72.7,198.0,7.0,95.53846153846152,13.648351648351648,0.2952222486332303,0.3793103448275862,4.48,36.7,133.0,26.33611400698921,98.30670275324732,30730,23680.092734744263,88.6,5,4,-1
Demo Receiver 128,2022,55,Demo State 8,Conference C,19.4,72.6,202.0,6.454545454545454,102.63636363636364,15.901408450704226,0.2732333010648596,0.25,4.67,37.8,127.0,26.94222465071451,84.94031023040195,26762,21345.655736908422,84.8,8,7,-1
Demo Receiver 019,2018,73,Demo State 19,Conference D,23.3,76.0,215.0,6.333333333333333,102.44444444444444,16.17543859649123,0.2291252485089463,0.1785714285714285,4.61,32.1,123.0,26.167763157894736,95.20609536028832,27882,16759.27831998533,75.7,9,8,-1
Demo Receiver 057,2019,64,Demo State 9,Conference B,22.6,75.5,221.0,5.833333333333333,78.16666666666667,13.4,0.3506542056074766,0.1515151515151515,4.58,38.2,115.0,27.25547125126091,100.45240925187436,17813,15935.567307316862,72.4,8,7,-1
Demo Receiver 043,2019,75,Demo State 19,Conference C,20.1,76.1,206.0,3.636363636363636,66.18181818181819,18.2,0.218160023973629,0.2592592592592592,4.5,34.5,129.0,25.00651849958817,100.4724889498552,6394,14256.445728153029,65.7,9,8,-1
Demo Receiver 181,2024,113,Demo State 13,Conference A,21.3,78.3,226.0,4.333333333333333,56.0,12.923076923076923,0.2330905306971904,0.1785714285714285,4.43,35.3,120.0,25.91434522557084,117.36092664974905,11491,13384.93701249485,61.4,11,10,-1
Demo Receiver 089,2020,50,Demo State 17,Conference D,21.2,75.0,198.0,5.2727272727272725,75.81818181818181,14.379310344827584,0.237674551154175,0.2083333333333333,4.54,31.0,117.0,24.7456,93.21198883893128,15438,13200.118987119024,60.5,11,10,-1
Demo Receiver 049,2019,97,Demo State 1,Conference D,22.2,74.2,198.0,5.0,70.0,14.0,0.1988165680473372,0.1515151515151515,4.48,38.5,119.0,25.282074381906558,98.30670275324732,11372,11584.928073374675,54.8,13,12,-1
Demo Receiver 167,2023,133,Demo State 23,Conference B,22.5,73.6,175.0,4.538461538461538,72.53846153846153,15.983050847457626,0.2482885729331227,0.2758620689655172,4.51,36.6,122.0,22.71107780009452,84.5983469153176,14259,10800.22004636842,48.6,17,16,-1
Demo Receiver 009,2018,128,Demo State 9,Conference D,21.3,74.2,205.0,4.916666666666667,72.5,14.745762711864408,0.2326825354372827,0.1724137931034483,4.75,37.0,134.0,26.175885092378,80.53959070295654,15032,9722.433546203098,43.3,18,17,-1
Demo Receiver 203,2024,185,Demo State 11,Conference C,22.1,71.3,195.0,5.8,68.8,11.862068965517242,0.177319587628866,0.1282051282051282,4.76,42.3,118.0,26.96564896758064,75.96906759729693,2849,6529.999919044703,27.6,22,21,-1
Demo Receiver 156,2023,191,Demo State 12,Conference A,21.4,72.5,189.0,3.1818181818181817,50.45454545454545,15.857142857142858,0.1463221724228842,0.1851851851851851,4.49,37.0,116.0,25.27790725326992,93.00502970971846,1530,5849.305443908658,22.9,25,24,-1
Demo Receiver 160,2023,192,Demo State 16,Conference E,23.1,75.1,197.0,4.111111111111111,70.33333333333333,17.10810810810811,0.1671066525871172,0.1176470588235294,4.66,31.7,124.0,24.555098306563288,83.55117369311131,4668,5610.297499322333,21.0,26,25,-1
Demo Receiver 077,2020,153,Demo State 5,Conference B,21.7,71.7,181.0,4.222222222222222,52.22222222222222,12.36842105263158,0.1284855112083105,0.1481481481481481,4.6,37.9,118.0,24.751161763819105,80.84948238463987,8676,2904.6949526794033,10.5,23,22,-1
Demo Receiver 103,2021,237,Demo State 7,Conference C,20.4,70.7,204.0,4.222222222222222,50.0,11.842105263157896,0.1473477406679764,0.1481481481481481,4.83,39.4,124.0,28.69106470153986,74.96726036282385,0,2376.1343971574515,9.0,29,28,-1
Demo Receiver 101,2021,97,Demo State 5,Conference A,19.7,72.0,198.0,6.4,78.8,12.3125,0.1824918943955535,0.217391304347826,4.53,28.6,116.0,26.850694444444443,94.03778214832474,7560,14838.140858763662,68.1,10,8,-2
Demo Receiver 208,2024,119,Demo State 16,Conference C,19.8,74.2,208.0,5.3,71.5,13.49056603773585,0.1851851851851851,0.1428571428571428,4.58,34.9,117.0,26.558946825437182,94.54344400176412,13079,13051.575727948675,59.5,13,11,-2
Demo Receiver 165,2023,77,Demo State 21,Conference E,20.7,77.7,203.0,5.5,70.4,12.8,0.2380791342576936,0.1666666666666666,4.59,35.6,121.0,23.637923637923635,91.46928650309763,22706,12736.623544670405,59.0,12,10,-2
Demo Receiver 161,2023,134,Demo State 17,Conference A,19.5,75.0,210.0,4.3,66.7,15.511627906976743,0.17329176409457,0.0833333333333333,4.69,38.3,118.0,26.24533333333333,86.80763402821304,9434,10217.003642748778,44.8,19,17,-2
Demo Receiver 210,2024,169,Demo State 18,Conference E,22.0,74.0,198.0,4.111111111111111,73.0,17.756756756756758,0.1912107101280558,0.1052631578947368,4.63,35.6,116.0,25.41891891891892,86.17300183579279,7248,8869.60756759097,39.5,20,18,-2
Demo Receiver 081,2020,65,Demo State 9,Conference A,19.7,74.2,213.0,3.583333333333333,40.083333333333336,11.186046511627907,0.1467358145210494,0.2631578947368421,4.45,36.5,124.0,27.197383047202504,108.63494659044773,12276,8690.430734197509,38.1,15,13,-2
Demo Receiver 116,2021,150,Demo State 20,Conference A,19.7,71.0,208.0,3.928571428571429,48.285714285714285,12.290909090909093,0.1885634588563458,0.125,4.55,32.8,119.0,29.00694306685181,97.06166657535542,2813,7334.735613673737,31.4,22,20,-2
Demo Receiver 051,2019,202,Demo State 3,Conference A,22.8,77.7,207.0,4.916666666666667,61.083333333333336,12.423728813559322,0.2532826537664133,0.1538461538461538,4.81,33.8,117.0,24.10369553226696,77.34282583585465,602,4499.259299998295,15.2,25,23,-2
Demo Receiver 018,2018,212,Demo State 18,Conference C,22.0,73.9,196.0,3.1538461538461537,53.61538461538461,17.0,0.2098765432098765,0.15625,4.7,32.2,117.0,25.23030610432486,80.33312013633677,811,3320.9107860584954,11.9,29,27,-2
Demo Receiver 021,2018,215,Demo State 21,Conference A,21.3,71.6,210.0,3.727272727272727,42.90909090909091,11.51219512195122,0.1435959841801034,0.1,4.62,32.4,121.0,28.797088105864365,92.18948485113252,7539,1995.506908201267,7.1,30,28,-2
Demo Receiver 087,2020,221,Demo State 15,Conference B,22.6,71.5,207.0,3.6666666666666665,46.44444444444444,12.666666666666666,0.1238518518518518,0.1142857142857142,4.59,31.4,118.0,28.465157220401977,93.2716369760651,1238,1191.5798782116017,3.3,29,27,-2
Demo Receiver 150,2022,19,Demo State 6,Conference E,20.7,78.0,228.0,7.142857142857143,96.85714285714286,13.56,0.385885031303358,0.2903225806451613,4.57,31.9,124.0,26.34516765285996,104.54422377242328,26424,24606.167851225255,91.0,4,1,-3
Demo Receiver 006,2018,22,Demo State 6,Conference A,21.6,77.0,225.0,6.9,93.2,13.507246376811594,0.2761481481481481,0.1764705882352941,4.61,34.0,131.0,26.6781919379322,99.6342858421622,20991,19108.452455518105,80.0,7,4,-3
Demo Receiver 020,2018,27,Demo State 20,Conference E,20.6,71.3,219.0,5.25,65.5,12.476190476190476,0.2296231375985977,0.2222222222222222,4.35,34.4,128.0,30.28449807128287,122.32552340373704,13840,17353.06383229912,78.6,8,5,-3
Demo Receiver 046,2019,34,Demo State 22,Conference A,20.5,72.8,216.0,7.0,59.45454545454545,8.493506493506494,0.2332382310984308,0.125,4.39,39.1,119.0,28.651430986595827,116.31230593059372,20586,16248.013277117316,72.9,7,4,-3
Demo Receiver 122,2022,73,Demo State 2,Conference B,21.2,72.4,201.0,4.642857142857143,64.85714285714286,13.96923076923077,0.3339463037881574,0.2121212121212121,4.52,36.1,128.0,26.9571670583926,96.31020645590212,15621,13456.044586267339,61.9,14,11,-3
Demo Receiver 158,2023,86,Demo State 14,Conference C,20.8,69.7,210.0,6.111111111111111,80.44444444444444,13.163636363636364,0.2025174825174825,0.1428571428571428,4.7,32.6,123.0,30.388486009933946,86.07120014607511,8351,11787.622712617973,55.7,14,11,-3
Demo Receiver 055,2019,106,Demo State 7,Conference E,19.7,74.9,228.0,3.4285714285714284,58.42857142857143,17.041666666666668,0.2324524012503552,0.15625,4.68,39.4,110.0,28.571072065825188,95.05641484153148,10876,11216.44227766801,49.5,16,13,-3
Demo Receiver 124,2022,132,Demo State 4,Conference D,22.4,72.0,182.0,4.454545454545454,81.45454545454545,18.285714285714285,0.2766285890707008,0.2608695652173913,4.72,31.7,124.0,24.68094135802469,73.33873068566663,15018,9785.385137531357,43.8,20,17,-3
Demo Receiver 032,2019,125,Demo State 8,Conference B,22.4,72.9,224.0,6.0,51.0,8.5,0.168960244648318,0.1666666666666666,4.55,34.4,127.0,29.63113497076815,104.52794861961353,8981,7416.742334378516,33.3,18,15,-3
Demo Receiver 113,2021,142,Demo State 17,Conference C,19.8,73.1,201.0,3.769230769230769,43.76923076923077,11.612244897959185,0.142964824120603,0.2307692307692307,4.51,39.6,116.0,26.443359451756404,97.16724417130766,12407,7335.117669614111,31.9,21,18,-3
Demo Receiver 010,2018,203,Demo State 10,Conference E,21.7,74.4,212.0,3.5454545454545454,41.0,11.564102564102564,0.155249569707401,0.1071428571428571,4.51,35.1,128.0,26.92435541681119,102.4848545488419,0,4126.827582213991,13.8,28,25,-3
Demo Receiver 172,2023,212,Demo State 4,Conference B,21.6,72.3,183.0,4.166666666666667,55.583333333333336,13.34,0.2039755351681957,0.15625,4.79,39.0,120.0,24.6110317200691,69.52468530123197,0,2653.5684027460393,9.5,30,27,-3
Demo Receiver 080,2020,195,Demo State 8,Conference E,21.3,73.8,194.0,4.333333333333333,44.333333333333336,10.23076923076923,0.1154848046309696,0.1111111111111111,4.58,32.4,120.0,25.040576964035225,88.17994296318383,1522,1816.0366989319118,5.7,27,24,-3
Demo Receiver 002,2018,14,Demo State 2,Conference B,20.8,74.0,235.0,6.538461538461538,81.84615384615384,12.51764705882353,0.3645083932853717,0.2142857142857142,4.38,35.7,116.0,30.16891891891892,127.70309294426173,31233,24784.40481996593,91.4,5,1,-4
Demo Receiver 196,2024,143,Demo State 4,Conference A,20.5,73.7,217.0,5.0,48.53846153846154,9.707692307692309,0.2226534932956951,0.1578947368421052,4.52,31.9,123.0,28.08536569649593,103.97669055189434,7425,9157.974218694651,41.0,18,14,-4
Demo Receiver 180,2023,135,Demo State 12,Conference E,22.4,75.6,204.0,3.142857142857143,57.42857142857143,18.272727272727277,0.1947674418604651,0.2857142857142857,4.63,38.6,111.0,25.092382632065178,88.7843049217259,10177,7191.224142531762,30.5,22,18,-4
Demo Receiver 029,2018,183,Demo State 5,Conference D,20.0,75.5,200.0,3.0,46.11111111111112,15.37037037037037,0.1241399940173496,0.1176470588235294,4.56,36.0,118.0,24.665584842770052,92.51254333909218,3847,5306.158835891922,18.6,27,23,-4
Demo Receiver 109,2021,213,Demo State 13,Conference D,21.0,71.9,219.0,3.6666666666666665,52.44444444444444,14.303030303030305,0.1271209264745489,0.25,4.77,34.2,128.0,29.78116337596066,84.60588922377764,5129,3870.397516331457,12.9,28,24,-4
Demo Receiver 197,2024,216,Demo State 5,Conference B,22.7,73.6,210.0,3.6666666666666665,46.888888888888886,12.787878787878787,0.1075159235668789,0.1428571428571428,4.64,40.2,112.0,27.253293360113425,90.6102582460154,368,1790.7611700913167,4.8,28,24,-4
Demo Receiver 145,2022,59,Demo State 1,Conference E,21.2,76.3,200.0,4.583333333333333,69.83333333333333,15.236363636363636,0.2394285714285714,0.1612903225806451,4.46,34.1,125.0,24.15106266393436,101.09287704234588,11893,13591.534432248993,62.9,13,8,-5
Demo Receiver 193,2024,101,Demo State 1,Conference C,22.6,72.2,207.0,4.583333333333333,61.91666666666666,13.50909090909091,0.1859359359359359,0.2285714285714285,4.37,39.8,131.0,27.91587694999271,113.52057787862071,16116,12521.43062889032,57.6,14,9,-5
Demo Receiver 085,2020,49,Demo State 13,Conference E,21.0,75.0,202.0,4.846153846153846,66.0,13.61904761904762,0.2115906288532675,0.1470588235294117,4.59,36.4,117.0,25.24551111111111,91.0186988848558,8200,10361.609777921814,45.7,14,9,-5
Demo Receiver 050,2019,133,Demo State 2,Conference E,23.4,74.5,195.0,6.0,58.85714285714285,9.80952380952381,0.2738451312728481,0.1388888888888889,4.64,37.9,118.0,24.698887437502812,84.13809694272858,4502,6333.485159353257,25.2,21,16,-5
Demo Receiver 133,2022,151,Demo State 13,Conference C,19.8,70.8,165.0,3.909090909090909,56.63636363636363,14.488372093023257,0.2057463672391017,0.1052631578947368,4.6,37.8,128.0,23.14050081394236,73.70256681472696,7748,6074.78622566833,23.3,25,20,-5
Demo Receiver 028,2018,150,Demo State 4,Conference C,22.9,74.4,199.0,3.615384615384616,61.53846153846154,17.02127659574468,0.2577319587628865,0.1515151515151515,4.69,33.9,121.0,25.273333622384087,82.26056748387808,2912,5560.620898869736,20.5,26,21,-5
Demo Receiver 066,2020,175,Demo State 18,Conference A,23.0,72.1,221.0,4.1,53.0,12.926829268292684,0.1752066115702479,0.108695652173913,4.77,35.7,123.0,29.886638414438263,85.37854574636921,0,1806.4161507258177,5.2,28,23,-5
Demo Receiver 200,2024,19,Demo State 8,Conference E,22.5,73.3,176.0,7.5,99.64285714285714,13.285714285714286,0.3587962962962963,0.2702702702702703,4.56,40.4,131.0,23.02820269910607,81.41103813840111,14407,19551.272604920086,80.5,7,1,-6
Demo Receiver 082,2020,22,Demo State 10,Conference B,20.3,73.6,210.0,5.571428571428571,75.28571428571429,13.512820512820513,0.3033966609096142,0.2413793103448276,4.64,37.9,127.0,27.253293360113425,90.6102582460154,25075,15717.533270574206,71.4,9,3,-6
Demo Receiver 171,2023,34,Demo State 3,Conference A,22.3,72.0,187.0,5.3,101.9,19.22641509433962,0.2646753246753247,0.2608695652173913,4.71,32.9,127.0,25.358989197530864,75.99551696845306,18025,14963.208962212662,68.6,10,4,-6
Demo Receiver 117,2021,61,Demo State 21,Conference B,22.1,75.3,201.0,6.3,99.6,15.80952380952381,0.2155377623890932,0.2432432432432432,4.71,31.1,112.0,24.920768453410798,81.68502091261531,17103,14820.178543440714,67.6,11,5,-6
Demo Receiver 017,2018,88,Demo State 17,Conference B,20.3,74.5,186.0,4.6,72.1,15.673913043478262,0.2325806451612903,0.3181818181818182,4.51,36.7,115.0,23.558938786541148,89.91595729285186,10834,14283.963235111645,66.2,15,9,-6
Demo Receiver 174,2023,116,Demo State 6,Conference D,23.4,72.2,204.0,5.3,67.4,12.716981132075473,0.184002184002184,0.2272727272727272,4.57,41.7,132.0,27.51129902318122,93.53956863848396,9466,9124.856378717901,40.5,20,14,-6
Demo Receiver 152,2023,9,Demo State 8,Conference B,22.9,74.3,217.0,6.0,83.9090909090909,13.984848484848484,0.2761819269898264,0.375,4.57,29.0,131.0,27.633597742229405,99.5004235027011,21339,15793.007791092305,71.9,8,1,-7
Demo Receiver 143,2022,42,Demo State 23,Conference C,19.6,70.3,198.0,4.142857142857143,63.92857142857143,15.43103448275862,0.3219424460431654,0.2692307692307692,4.61,40.0,123.0,28.165007112375537,87.67817154110274,18012,13757.366063247038,63.8,12,5,-7
Demo Receiver 104,2021,106,Demo State 8,Conference D,19.7,71.4,190.0,6.222222222222222,64.88888888888889,10.428571428571429,0.1357508135750813,0.2307692307692307,4.69,39.5,126.0,26.200676348970955,78.54024031124037,13300,9251.218809348065,41.4,17,10,-7
Demo Receiver 118,2021,113,Demo State 22,Conference C,23.2,72.0,196.0,5.833333333333333,72.75,12.471428571428572,0.202928870292887,0.1470588235294117,4.59,35.8,114.0,26.57947530864197,88.31517317540464,8280,8656.032593616344,37.6,18,11,-7
Demo Receiver 201,2024,158,Demo State 9,Conference A,21.1,70.7,195.0,4.888888888888889,51.44444444444444,10.522727272727272,0.1093786912355303,0.12,4.47,37.6,123.0,27.42528243529545,97.6864921074022,976,6402.744401715154,27.1,23,16,-7
Demo Receiver 138,2022,158,Demo State 18,Conference C,20.4,75.4,196.0,3.4285714285714284,48.642857142857146,14.1875,0.1743918053777208,0.25,4.63,30.4,118.0,24.23643309950819,85.30256747381509,7190,4948.926050233568,17.6,28,21,-7
Demo Receiver 037,2019,172,Demo State 13,Conference B,22.4,73.9,222.0,3.769230769230769,46.30769230769231,12.285714285714286,0.1432992144727445,0.1388888888888889,4.62,35.1,118.0,28.577183444694487,97.45745541405438,3535,3247.5604796599328,11.4,26,19,-7
Demo Receiver 199,2024,194,Demo State 7,Conference D,23.3,72.4,228.0,3.636363636363636,51.0,14.025,0.1512537071987058,0.119047619047619,4.73,35.2,112.0,30.578279051311004,91.10039913012548,2194,1595.5312359056443,4.3,29,22,-7
Demo Receiver 125,2022,119,Demo State 5,Conference E,20.7,72.9,196.0,4.666666666666667,58.22222222222222,12.476190476190476,0.16354556803995,0.238095238095238,4.53,38.5,114.0,25.92724309942213,93.08790556096793,9184,9391.585074593324,42.4,22,14,-8
Demo Receiver 016,2018,101,Demo State 16,Conference A,21.4,72.2,214.0,5.416666666666667,62.083333333333336,11.461538461538462,0.1972987288135593,0.2068965517241379,4.63,31.1,131.0,28.85989211255285,93.13647673161444,8548,8729.491432822699,38.6,20,12,-8
Demo Receiver 107,2021,114,Demo State 11,Conference B,19.9,73.7,200.0,5.444444444444445,55.888888888888886,10.26530612244898,0.1506439053608864,0.1428571428571428,4.62,35.1,133.0,25.8851296741898,87.79950938203098,3346,7734.360034663515,34.3,20,12,-8
Demo Receiver 154,2023,114,Demo State 10,Conference D,21.0,72.5,197.0,5.444444444444445,61.77777777777778,11.346938775510203,0.1830754033585775,0.1785714285714285,4.62,31.2,124.0,26.34787158145065,86.48251674130051,14887,7635.3864418298,33.8,21,13,-8
Demo Receiver 142,2022,131,Demo State 22,Conference B,19.5,69.9,194.0,3.4615384615384617,51.38461538461539,14.844444444444443,0.1624908781318414,0.217391304347826,4.67,40.1,128.0,27.912754988221465,81.5763375480098,5964,6370.773822633433,26.2,24,16,-8
Demo Receiver 079,2020,56,Demo State 7,Conference D,21.7,77.2,213.0,5.3,58.8,11.09433962264151,0.1200735143965693,0.125,4.7,37.6,105.0,25.12466777631614,87.30078871959047,3861,5482.365497777149,20.0,19,11,-8
Demo Receiver 065,2020,71,Demo State 17,Conference E,20.0,72.6,201.0,3.111111111111111,43.66666666666666,14.035714285714286,0.09812734082397,0.0689655172413793,4.59,34.8,115.0,26.808847300958497,90.56811126661394,4583,2947.612404819911,11.0,22,14,-8
Demo Receiver 176,2023,163,Demo State 8,Conference A,19.4,74.9,203.0,3.2222222222222223,44.77777777777778,13.89655172413793,0.1333553937789543,0.12,4.74,35.2,118.0,25.43827907615137,80.42899960548775,2552,2843.9047965791015,10.0,29,21,-8
Demo Receiver 052,2019,37,Demo State 4,Conference B,21.1,74.8,185.0,4.428571428571429,60.285714285714285,13.612903225806452,0.3296875,0.1818181818181818,4.46,32.5,114.0,23.2446953015528,93.51091126416996,10737,11581.052002978451,54.3,14,5,-9
Demo Receiver 024,2018,106,Demo State 24,Conference D,21.1,76.1,207.0,3.0,55.833333333333336,18.61111111111111,0.188149396237012,0.1379310344827586,4.58,34.2,122.0,25.12790936609103,94.08890821329408,8695,7863.222340272342,35.2,23,14,-9
Demo Receiver 003,2018,109,Demo State 3,Conference C,22.2,75.9,186.0,3.0,56.0,18.666666666666668,0.2235528942115768,0.2285714285714285,4.55,36.0,126.0,22.697849781541134,86.79552876450052,5409,6998.838815926653,29.0,25,16,-9
Demo Receiver 192,2024,146,Demo State 24,Conference B,20.7,76.0,230.0,3.583333333333333,30.5,8.511627906976743,0.0943055913424375,0.0606060606060606,4.44,38.4,122.0,27.99342105263158,118.3657219166797,3782,4790.045158983203,17.1,25,15,-10
Demo Receiver 126,2022,137,Demo State 6,Conference A,20.6,73.7,201.0,3.909090909090909,50.63636363636363,12.953488372093023,0.1378030677882236,0.1904761904761904,4.7,33.8,115.0,26.014555322560746,82.38243442552904,7954,3652.0657267530332,12.4,29,19,-10
Demo Receiver 044,2019,159,Demo State 20,Conference D,22.7,71.2,171.0,3.571428571428572,51.85714285714285,14.52,0.2078442599484683,0.131578947368421,4.67,35.9,115.0,23.713270104784748,71.90491608613235,0,717.9941488271397,2.4,28,18,-10
Demo Receiver 184,2024,45,Demo State 16,Conference D,22.3,76.5,172.0,5.7,81.3,14.263157894736842,0.2595785440613027,0.2,4.66,36.1,109.0,20.66145499594173,72.94823286911242,14507,10318.206323621158,45.2,17,6,-11
Demo Receiver 115,2021,120,Demo State 19,Conference E,21.4,73.0,196.0,4.0,55.75,13.9375,0.1582308420056764,0.1333333333333333,4.46,28.3,122.0,25.85625820979546,99.07101950149897,16957,6945.382388134585,28.6,25,14,-11
Demo Receiver 041,2019,91,Demo State 17,Conference A,20.2,74.6,192.0,4.545454545454546,51.81818181818182,11.4,0.1519594774726739,0.1515151515151515,4.57,33.9,114.0,24.253750116798084,88.03724107151433,12279,6141.51478428289,23.8,22,11,-11
Demo Receiver 112,2021,146,Demo State 16,Conference B,21.7,76.1,206.0,3.5,42.75,12.214285714285714,0.1176605504587156,0.1052631578947368,4.61,37.6,125.0,25.00651849958817,91.22072392660183,3731,2018.3060232296211,8.1,30,19,-11
Demo Receiver 023,2018,91,Demo State 23,Conference C,21.6,72.0,186.0,3.1,58.7,18.93548387096774,0.180837954405422,0.1333333333333333,4.47,35.6,133.0,25.22337962962963,93.17788477936826,10784,8034.938077417208,35.7,22,10,-12
Demo Receiver 035,2019,77,Demo State 11,Conference E,23.1,72.4,182.0,7.0,72.7,10.385714285714286,0.1751807228915662,0.1388888888888889,4.77,31.7,113.0,24.40897713745001,70.31174355583346,2981,4572.510241600356,15.7,24,9,-15

